ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
214.7994736,215.69796709999997,0.9,,,1,215.6980643,215.69811499999997,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,4,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,213.2966862,214.81222729999996,215.7825522,,,,59.38778322033375,212.53562630000005,213.2966862,,,212.51392570000002,213.28273730000006,,,ball\ball_04.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,213.2966862,,,,,None,,5,,,2025.2.4,,,1,213.28640420000005,214.79940800000003,,,None,None,213.29648556666675,214.0793911,,,47,0,2026-08-25_09:46:28.622238,47,48,localizer,,None,,None,47,47,0,47,,,,,,ball,,Ball,
218.04905779999996,219.16406380000006,1.11,,,1,219.16413919999997,219.1641732,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,216.54506610000004,218.06174730000004,219.24821360000004,,,,59.38778322033375,215.7825522,216.54506610000004,,,215.7587573,216.53121519999996,,,desk\desk_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,216.54506610000004,,,,,None,,5,,,2025.2.4,,,1,216.53467630000006,218.04893599999997,,,None,None,216.54533596666667,217.56154929999997,,,48,0,2026-08-25_09:46:31.869164,48,49,localizer,,None,,None,48,48,0,48,,,,,,desk,,Schreibtisch,
221.51327399999997,222.51207719999996,1,,,1,222.51214239999996,297.3721073,222.52672969999998,237.5387589,watch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0.0735967000000528,r,59.76946190000001,237.52256430000006,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,220.01174280000004,221.52705340000006,222.52672969999998,,,,59.38778322033375,219.24821360000004,220.01174280000004,,,219.2271166,219.99712530000005,,,watch\watch_10.png,237.52256430000006,,,,,,,,,,,,,,,,,,,0,0,1,None,220.01174280000004,,,,,None,,5,222.52672969999998,237.5387589,2025.2.4,,,1,220.00089770000005,221.51318380000004,,,None,None,220.01110376666665,220.77711070000004,,,49,0,2026-08-25_09:46:35.334825,49,50,localizer,0.0735967000000528,r,59.76946190000001,None,49,49,0,49,,,,,,watch,,Uhr,
299.7211524,300.53775809999996,0.81,,,2,300.5414229,300.54146440000005,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,298.21944450000007,299.7356544,300.6044751,,,,59.38778322033375,297.45646830000004,298.21944450000007,,,297.43240929999996,298.2047511,,,bus\bus_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,298.21944450000007,,,,,None,,5,,,2025.2.4,,,1,298.20780740000004,299.72109140000003,,,None,None,298.2195776666667,299.0692925,,,50,0,2026-08-25_09:47:53.543080,50,1,localizer,,None,,None,50,50,0,50,,,,,,bus,,Bus,
302.87019030000005,303.970388,1.1,,,2,303.9704502,303.97048150000006,,,suit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,301.368452,302.885023,303.985564,,,,59.38778322033375,300.6044751,301.368452,,,300.58730870000005,301.35396099999997,,,suit\suit_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,301.368452,,,,,None,,5,,,2025.2.4,,,1,301.35666280000004,302.87012710000005,,,None,None,301.3686092666666,302.35177219999997,,,51,0,2026-08-25_09:47:56.691086,51,2,localizer,,None,,None,51,51,0,51,,,,,,suit,,Anzug,
306.2366255,307.0860386,0.85,,,2,307.0861045,307.08614789999996,,,bottle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,304.7359134,306.25077170000003,307.120518,,,,59.38778322033375,303.985564,304.7359134,,,303.97721240000004,304.722115,,,bottle\bottle_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,304.7359134,,,,,None,,5,,,2025.2.4,,,1,304.72744259999996,306.2365603,,,None,None,304.73474946666664,305.6839147,,,52,0,2026-08-25_09:48:00.072175,52,3,localizer,,None,,None,52,52,0,52,,,,,,bottle,,Flasche,
309.5852974,310.77025729999997,1.18,,,2,310.77034069999996,310.7703789,,,saw,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,307.883134,309.59951040000004,310.85785260000006,,,,59.38778322033375,307.120518,307.883134,,,307.1103923,307.8688864,,,saw\saw_01.png,,,,,,,,,,,,,,,,,,,,0,1,1,None,307.883134,,,,,right,,5,,,2025.2.4,,,1,307.8715371,309.5852296,,,None,None,307.8833835666666,308.666188,,,53,0,2026-08-25_09:48:03.207129,53,4,localizer,,None,,None,53,53,0,53,,,,,,ball,,Ball,
313.12043150000005,314.12037630000003,1,,,2,314.1204865,314.12053910000003,,,watch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,311.61651220000005,313.13308850000004,314.2383259,,,,59.38778322033375,310.85785260000006,311.61651220000005,,,310.83426779999996,311.60411949999997,,,watch\watch_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,311.61651220000005,,,,,None,,5,,,2025.2.4,,,1,311.607828,313.1203218,,,None,None,311.6168324666666,312.3832759,,,54,0,2026-08-25_09:48:06.944464,54,5,localizer,,None,,None,54,54,0,54,,,,,,watch,,Uhr,
316.50339160000004,317.68798970000006,1.17,,,2,317.7778089,317.7929128,,,bottle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,315.01472559999996,316.5145015,318.9351665,,,,59.38778322033375,314.2383259,315.01472559999996,,,314.1998441,314.98627690000006,,,bottle\bottle_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,315.01472559999996,,,,,None,,5,,,2025.2.4,,,1,314.9932752,316.50220700000006,,,None,None,314.99995316666667,315.94924199999997,,,55,0,2026-08-25_09:48:10.324937,55,6,localizer,,None,,None,55,55,0,55,,,,,,bottle,,Flasche,
321.20853189999997,322.43274449999996,1.21,,,2,322.43550840000006,322.4371538,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,319.9855105,321.22938819999996,322.6228021,,,,59.38778322033375,318.9351665,319.9855105,,,318.78199539999997,319.70004250000005,,,bus\bus_10.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,319.9855105,,,,,None,,5,,,2025.2.4,,,1,319.88790650000004,321.20313820000007,,,None,None,319.89814636666665,320.7629143,,,56,0,2026-08-25_09:48:15.021778,56,7,localizer,,None,,None,56,56,0,56,,,,,,bus,,Bus,
324.8775533,325.6669264,0.78,,,2,325.66708020000004,325.66716360000004,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,323.42854170000004,324.89694750000007,325.83576940000006,,,,59.38778322033375,322.6228021,323.42854170000004,,,322.5823409,323.368528,,,saw\saw_10.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,323.42854170000004,,,,,None,,5,,,2025.2.4,,,1,323.406913,324.87742199999997,,,None,None,323.4139271,324.36230919999997,,,57,0,2026-08-25_09:48:18.709413,57,8,localizer,,None,,None,57,57,0,57,,,,,,saw,,Säge,
328.1003765,328.8701058,0.77,,,2,328.87023059999996,328.8702884,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,326.62093269999997,328.11219239999997,328.9133678,,,,59.38778322033375,325.83576940000006,326.62093269999997,,,325.8061859,326.58521609999997,,,ball\ball_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,326.62093269999997,,,,,None,,5,,,2025.2.4,,,1,326.5932141,328.10022210000005,,,None,None,326.5952910666667,327.39778870000004,,,58,0,2026-08-25_09:48:21.922381,58,9,localizer,,None,,None,58,58,0,58,,,,,,ball,,Ball,
331.18278649999996,331.9660293,0.76,,,2,331.9661399,331.9662037,,,fan,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,329.6938157,331.2013099,332.0674564,,,,59.38778322033375,328.9133678,329.6938157,,,328.89568549999996,329.67359389999996,,,fan\fan_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,329.6938157,,,,,None,,5,,,2025.2.4,,,1,329.68217,331.18270609999996,,,None,None,329.6862519666667,330.76496490000005,,,59,0,2026-08-25_09:48:24.999979,59,10,localizer,,None,,None,59,59,0,59,,,,,,fan,,Ventilator,
334.54516430000007,335.6158698,1.06,,,2,335.61599100000007,335.6160653,,,ball,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-25_09h42.54.722,9,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,332.84297510000005,334.5651085,335.6962113,,,,59.38778322033375,332.0674564,332.84297510000005,,,332.03438020000004,332.81973280000005,,,ball\ball_09.png,,,,,,,,,,,,,,,,,,,,0,1,1,None,332.84297510000005,,,,,right,,5,,,2025.2.4,,,1,332.8266594,334.54509049999996,,,None,None,332.8333391666667,333.86255009999996,,,60,0,2026-08-25_09:48:28.154068,60,11,localizer,,None,,None,60,60,0,60,,,,,,desk,,Schreibtisch,
337.94825940000004,339.14695739999996,1.19,,,2,339.14702819999997,339.14706170000005,,,watch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,336.46020630000004,337.96352740000003,339.22941810000003,,,,59.38778322033375,335.6962113,336.46020630000004,,,335.67497099999997,336.4470637,,,watch\watch_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,336.46020630000004,,,,,None,,5,,,2025.2.4,,,1,336.4513103,337.94811340000007,,,None,None,336.4614334666666,337.22793989999997,,,61,0,2026-08-25_09:48:31.782823,61,12,localizer,,None,,None,61,61,0,61,,,,,,watch,,Uhr,
341.47916590000005,342.6485839,1.16,,,2,342.64864890000007,342.6486783,,,roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,339.9908427,341.49205090000004,342.69392640000007,,,,59.38778322033375,339.22941810000003,339.9908427,,,339.2149228,339.9655638,,,roll\roll_10.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,339.9908427,,,,,None,,5,,,2025.2.4,,,1,339.97252310000005,341.47909380000004,,,None,None,339.9792558666666,340.9767162,,,62,0,2026-08-25_09:48:35.316029,62,13,localizer,,None,,None,62,62,0,62,,,,,,roll,,Brötchen,
344.94543560000005,345.89427029999996,0.95,,,2,345.8943311,345.8943721,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,2,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,343.4607819,344.9581275,345.9776542,,,,59.38778322033375,342.69392640000007,343.4607819,,,342.6785362,343.4329382,,,desk\desk_02.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,343.4607819,,,,,None,,5,,,2025.2.4,,,1,343.4384161,344.9450384,,,None,None,343.4474133666667,344.46479100000005,,,63,0,2026-08-25_09:48:38.780538,63,14,localizer,,None,,None,63,63,0,63,,,,,,desk,,Schreibtisch,
348.24306759999996,349.04319630000003,0.8,,,2,349.04325869999997,349.0432911,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,2,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,346.75523949999996,348.2565057,349.10843619999997,,,,59.38778322033375,345.9776542,346.75523949999996,,,345.94894100000005,346.7278961,,,bus\bus_02.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,346.75523949999996,,,,,None,,5,,,2025.2.4,,,1,346.73253489999996,348.2430023,,,None,None,346.7422599666666,347.60754000000003,,,64,0,2026-08-25_09:48:42.064265,64,15,localizer,,None,,None,64,64,0,64,,,,,,bus,,Bus,
351.3783321,352.42490030000005,1.05,,,2,352.4249672,352.4249984,,,suit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,349.88645220000006,351.39017970000003,352.49449810000004,,,,59.38778322033375,349.10843619999997,349.88645220000006,,,349.09505930000006,349.86138869999996,,,suit\suit_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,349.88645220000006,,,,,None,,5,,,2025.2.4,,,1,349.86504099999996,351.37826060000003,,,None,None,349.87577156666663,350.87399320000003,,,65,0,2026-08-25_09:48:45.195047,65,16,localizer,,None,,None,65,65,0,65,,,,,,suit,,Anzug,
354.7586118,355.7735028,1.01,,,2,355.77358250000003,355.77361709999997,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,4,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,353.27796359999996,354.77245510000006,355.85768190000005,,,,59.38778322033375,352.49449810000004,353.27796359999996,,,352.4784196,353.2472886,,,desk\desk_04.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,353.27796359999996,,,,,None,,5,,,2025.2.4,,,1,353.2534689,354.75853209999997,,,None,None,353.26113646666664,354.2910476,,,66,0,2026-08-25_09:48:48.581109,66,17,localizer,,None,,None,66,66,0,66,,,,,,desk,,Schreibtisch,
358.12457009999997,359.2552271,1.12,,,2,359.2552916,359.25532219999997,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,356.6344138,358.1369391,359.3427834,,,,59.38778322033375,355.85768190000005,356.6344138,,,355.8399265,356.60862850000007,,,bus\bus_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,356.6344138,,,,,None,,5,,,2025.2.4,,,1,356.61255380000006,358.12450129999996,,,None,None,356.62265926666663,357.49062899999996,,,67,0,2026-08-25_09:48:51.944293,67,18,localizer,,None,,None,67,67,0,67,,,,,,bus,,Bus,
361.59078660000006,362.806894,1.2,,,2,362.80696300000005,362.8070147,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,7,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,360.1040535,361.60750060000004,362.83634450000005,,,,59.38778322033375,359.3427834,360.1040535,,,359.32534849999996,360.08861170000006,,,ball\ball_07.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,360.1040535,,,,,None,,5,,,2025.2.4,,,1,360.09182319999996,361.59068830000007,,,None,None,360.1031299666667,360.88891229999996,,,68,0,2026-08-25_09:48:55.429395,68,19,localizer,,None,,None,68,68,0,68,,,,,,ball,,Ball,
365.1034855,,1.24,,,2,,,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,2,,,,363.6166623,365.11944539999996,,,,,,362.83634450000005,363.6166623,,,362.8261406,363.5906224,,,saw\saw_02.png,,,,,,,,,,,,,,,,,,,,0,0,1,,363.6166623,,,,,None,,,,,,,,1,363.5968657,365.1034172,,,None,None,363.6034038666666,364.55400779999997,,,69,0,2026-08-25_09:48:58.922956,69,20,localizer,,,,None,69,69,0,69,,,,,,saw,,Säge,
